Column1.1	Column1.2	Column1.3	Column2	Column3	Column4	Column5	Column6
U78182	Raoultella ornithinolytica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Raoultella	c			"
AB680712	Raoultella planticola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Raoultella	c	type sp.		"
CP002824	Klebsiella aerogenes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Klebsiella	c			"
AB680714	Raoultella terrigena	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Raoultella	c			"
AB004749	Lelliottia amnigena	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Lelliottia	c			"
Z96077	Lelliottia nimipressuralis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Lelliottia	c	type sp.		"
KX709881	Lelliottia jeotgali	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Lelliottia	c			"
AJ233405	Buttiauxella noackiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Buttiauxella	c			"
AJ233406	Buttiauxella warmboldiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Buttiauxella	c			"
AJ233403	Buttiauxella gaviniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Buttiauxella	c			"
AJ233404	Buttiauxella izardii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Buttiauxella	c			"
AJ233400	Buttiauxella agrestis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Buttiauxella	c	type sp.		"
AJ233401	Buttiauxella brennerae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Buttiauxella	c			"
AJ233402	Buttiauxella ferragutiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Buttiauxella	c			"
MK558235	Scandinavium goeteborgense	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Scandinavium	c	type sp.		"
JMPL01000225	Kluyvera ascorbata	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kluyvera	c	type sp.		"
MT437278	Kluyvera sichuanensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kluyvera	c			"
AF047186	Kluyvera georgiana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Kluyvera	c			"
KF057941	Pseudocitrobacter faecalis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Pseudocitrobacter	c	type sp.		"
MK170368	Pseudocitrobacter vendiensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	"Pseudocitrobacter	c			"
AJ854062	Serratia ureilytica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
VOUX01000001	Serratia bockelmannii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
EU036987	Serratia nematodiphila	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AB061685	Serratia marcescens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c	type sp.		"
VTUT01000000	Serratia nevei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233415	Brenneria nigrifluens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
MH206610	Brenneria corticis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
KF308292	Brenneria roseae subsp. americana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
KX987135	Brenneria populi subsp. brevivirga	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
KJ632518	Brenneria populi subsp. populi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
AJ233409	Brenneria alni	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
AF273037	Samsonia erythrinae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Samsonia	c	type sp.		"
MK240326	Pectobacterium polonicum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
MH249622	Pectobacterium punjabense	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
JN600332	Pectobacterium atrosepticum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
JN600328	Pectobacterium betavasculorum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
AKVS01000027	Pectobacterium wasabiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
CP015749	Pectobacterium parmentieri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
AJ223407	Pectobacterium odoriferum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
RMBU01000000	Pectobacterium versatile	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
AJ233411	Pectobacterium carotovorum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c	type sp.		"
JF926716	Pectobacterium brasiliense	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
KC337335	Pectobacterium parvum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
MG022082	Pectobacterium polaris	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
JRMH01000000	Pectobacterium actinidiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
MK035744	Pectobacterium aquaticum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
JN600323	Pectobacterium aroidearum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
MH627387	Pectobacterium fontis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
AJ223409	Pectobacterium cacticida	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Pectobacterium	c			"
U80210	Brenneria salicis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c	type sp.		"
AJ233416	Lonsdalea quercina	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Lonsdalea	c	type sp.		"
JF311441	Lonsdalea iberica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Lonsdalea	c			"
JQ291575	Lonsdalea populi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Lonsdalea	c			"
JF311442	Lonsdalea britannica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Lonsdalea	c			"
JN544202	Brenneria goodwinii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
AJ233418	Brenneria rubrifaciens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
AOOE01000052	Dickeya dadantii subsp. dadantii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
CP025003	Dickeya fangzhongdai	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
KF639914	Dickeya solani	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
KF308291	Brenneria roseae subsp. roseae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Brenneria	c			"
AF520708	Dickeya dianthicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
JX273704	Dickeya aquatica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
MH699400	Dickeya undicola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
AJ233412	Dickeya chrysanthemi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c	type sp.		"
MH577543	Dickeya lacustris	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
AF520712	Dickeya dadantii subsp. dieffenbachiae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
AF520711	Dickeya zeae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
Z96096	Musicola paradisiaca	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Musicola	c	type sp.		"
MK791744	Dickeya oryzae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
MT226771	Dickeya poaceiphila	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	"Dickeya	c			"
AF366375	Yersinia pseudotuberculosis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
HG326166	Yersinia wautersii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366383	Yersinia pestis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c	type sp.		"
AM182404	Yersinia similis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AJ627597	Yersinia aleksiciae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366377	Yersinia bercovieri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
CAKR01000050	Yersinia massiliensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366385	Yersinia ruckeri	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
LR745665	Yersinia thracica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366381	Yersinia kristensenii subsp. kristensenii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366376	Yersinia aldovae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
GQ451988	Yersinia pekkanenii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
KJ606916	Yersinia rochesterensi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
ACCD01000072	Yersinia rohdei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366380	Yersinia intermedia	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366382	Yersinia mollaretii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366379	Yersinia frederiksenii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
MN434987	Yersinia canariae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
FR729477	Yersinia enterocolitica subsp. palearctica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
AF366378	Yersinia enterocolitica subsp. enterocolitica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
MK129259	Yersinia hibernica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
LR745664	Yersinia artesiana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
LR745667	Yersinia proxima	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
LR745670	Yersinia alsatica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
DQ400782	Yersinia entomophaga	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
FJ717338	Yersinia nurmii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
LR745669	Yersinia vastinensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Yersinia	c			"
KX421209	Serratia oryzae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
MN737201	Rahnella aceris	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
AJ233426	Rahnella aquatilis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c	type sp.		"
GQ148969	Rahnella variigena	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
MT012959	Rahnella contaminans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
JN175329	Ewingella americana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Ewingella	c	type sp.		"
KJ023821	Hafnia psychrotolerans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	"Hafnia	c			"
KF308403	Rahnella victoriana	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
MN737202	Rahnella laticis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
U90758	Rahnella inusitata	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
MRWD01000109	Rouxiella silvae	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rouxiella	c			"
MRWE01000064	Rouxiella badensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rouxiella	c			"
KJ526379	Rouxiella chamberiensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rouxiella	c	type sp.		"
KF308407	Rahnella bruchi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
KF308409	Rahnella woolbedingensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Rahnella	c			"
M59155	Hafnia alvei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	"Hafnia	c	type sp.		"
AJ233422	Obesumbacterium proteus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	"Obesumbacterium	c	type sp.		"
FM179943	Hafnia paralvei	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Hafniaceae	"Hafnia	c			"
KJ739884	Serratia myotis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233435	Serratia quinivorans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233434	Serratia proteamaculans	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233430	Serratia grimesii	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
CP006252	Serratia liquefaciens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
KT387999	Serratia aquatilis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233429	Serratia fonticola	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233428	Serratia ficaria	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
KJ739885	Serratia vespertilionis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233427	Serratia entomophila	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233433	Serratia plymuthica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
MN567110	Serratia inhibens	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233432	Serratia odorifera	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
GU394001	Serratia symbiotica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
AJ233407	Budvicia aquatica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Budviciaceae	"Budvicia	c	type sp.		"
HE574451	Budvicia diplopodorum	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Budviciaceae	"Budvicia	c			"
MH179307	Serratia microhaemolytica	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Serratia	c			"
MK530421	Chimaeribacter arupi	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Chimaeribacter	c	type sp.		"
MK530419	Chimaeribacter californicus	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Chimaeribacter	c			"
MK530420	Chimaeribacter coloradensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	"Chimaeribacter	c			"
KX858081	Rodentibacter heidelbergensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
AF024529	Rodentibacter rarus	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
KX858294	Rodentibacter mrazii	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
MLAJ01000016	Rodentibacter ratti	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
KX858339	Rodentibacter myodis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
KX858172	Rodentibacter trehalosifermentans	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
KR364783	Pasteurella caecimuris	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
AJ438682	Rodentibacter heylii	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
LC542623	Rodentibacter haemolyticus	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c			"
M75083	Rodentibacter pneumotropicus	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Rodentibacter	c	type sp.		"
EU083529	Aggregatibacter aphrophilus	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Aggregatibacter	c			"
MH160776	Aggregatibacter kilianii	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Aggregatibacter	c			"
AEPS01000017	Aggregatibacter segnis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Aggregatibacter	c			"
M75039	Aggregatibacter actinomycetemcomitans	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Aggregatibacter	c	type sp.		"
AJ290755	Haemophilus pittmaniae	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Haemophilus	c			"
KF875567	Mesocricetibacter intestinalis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Mesocricetibacter	c	type sp.		"
AY362919	Pasteurella canis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
AY362925	Pasteurella stomatis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
ACZR01000003	Pasteurella dagmatis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
AF294410	Pasteurella multocida subsp. multocida	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c	type sp.		"
AF294412	Pasteurella multocida subsp. gallicida	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
AF294411	Pasteurella multocida subsp. septica	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
M75052	Pasteurella oralis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
AF224292	Haemophilus felis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Haemophilus	c			"
AY362897	Actinobacillus seminis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Actinobacillus	c			"
AY362923	Pasteurella mairii	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
U66491	Pasteurella aerogenes	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Pasteurella	c			"
HG931334	Haemophilus massiliensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	"Haemophilus	c			"
