	accession_number	organism_name	path
16879	LC315199	Hymenobacter agri	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16880	LC177333	Hymenobacter daeguensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16881	LC315609	Hymenobacter terrigena	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16882	KF862489	Hymenobacter rubidus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16883	LC315610	Hymenobacter rufus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16884	KF862488	Hymenobacter terrae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16885	AB251884	Hymenobacter soli	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16886	KT454960	Hymenobacter monticola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16887	KT359597	Hymenobacter terrenus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16888	JN607158	Hymenobacter saemangeumensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16889	GQ454806	Hymenobacter glaciei	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16890	EU155012	Hymenobacter antarcticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16891	KJ755878	Hymenobacter frigidus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16892	LC315612	Hymenobacter pedocola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16893	KX611466	Hymenobacter glacialis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16894	KX611465	Hymenobacter lapidarius	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16895	KF601295	Hymenobacter sedentarius	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16896	KF601296	Hymenobacter humi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16897	JX294485	Hymenobacter arizonensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16898	LC153096	Hymenobacter nivis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16899	MDZA01000272	Hymenobacter coccineus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16900	MN007168	Hymenobacter caeli	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16901	LT223127	Hymenobacter rivuli	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16902	MN784633	Hymenobacter polaris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16903	JX272928	Hymenobacter marinus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16904	HM032897	Hymenobacter flocculans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16905	MH549147 MH549148	Hymenobacter setariae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16906	HM032898	Hymenobacter metalli	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16907	LC315198	Hymenobacter pomorum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16908	JN090860	Hymenobacter ginsengisoli	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16909	MN595016	Hymenobacter ginkgonis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16910	KC213491	Hymenobacter arcticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16911	KX098333	Hymenobacter bucti	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16912	LC315197	Hymenobacter jeollabukensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16913	MH447517	Hymenobacter edaphi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16914	LN997850	Hymenobacter gummosus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16915	Y18835	Hymenobacter ocellatus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16916	HF544322	Hymenobacter paludis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16917	KF631222	Hymenobacter coalescens	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16918	EU325941	Hymenobacter deserti	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16919	JN607157	Hymenobacter koreensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Hymenobacter
16920	LC177335	Adhaeribacter terrae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16921	EU682684	Adhaeribacter terreus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16922	KF723288	Pontibacter chinhatensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16923	FJ897494	Pontibacter niistensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16924	KP861851	Pontibacter mucosus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16925	HG008900	Pontibacter ruber	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16926	MK253263	Pontibacter mangrovi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16927	KC894746	Pontibacter toksunensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16928	KF975403	Pontibacter humi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16929	KC469980	Pontibacter indicus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16930	JQ806111	Pontibacter ramchanderi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16931	DQ888330	Pontibacter korlensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16932	AY989908	Pontibacter actiniarum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16933	MH165268	Pontibacter oryzae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16934	KX198137	Pontibacter litorisediminis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16935	JN561788	Pontibacter lucknowensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16936	ARDO01000013	Pontibacter roseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16937	KY924608	Edaphorhabdus rosea	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Edaphorhabdus
16938	MG709348	Botryobacter ruber	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Botryobacter
16939	KY924850	Pontibacter chitinilyticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16940	DQ672723	Pontibacter akesuensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16941	KR674127	Pontibacter rugosus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16942	MG547902	Pontibacter silvestris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16943	KF146891	Pontibacter yuliensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16944	HG008901	Pontibacter deserti	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16945	HQ223078	Pontibacter populi	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16946	MG729207	Pontibacter arcticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16947	KF146887	Pontibacter diazotrophicus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16948	JN607163	Pontibacter saemangeumensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16949	KY924851	Pontibacter terrae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16950	KF660586	Pontibacter amylolyticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16951	KT719408	Pontibacter virosus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16952	MK860107	Pontibacter beigongshangensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16953	KX530203	Pontibacter aydingkolensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16954	HQ223079	Pontibacter soli	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16955	KT361203	Pontibacter aurantiacus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16956	HE681883	Pontibacter odishensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16957	KR080555	Pontibacter locisalis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16958	FJ004994	Pontibacter xinjiangensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16959	MF410355	Pontibacter brevis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16960	KP265297	Pontibacter ummariensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Pontibacter
16961	HG316123	Rufibacter immobilis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16962	KY660624	Rufibacter sediminis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16963	MK050542	Rufibacter latericius	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16964	MK757951	Rufibacter hautae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16965	JX949546	Rufibacter glacialis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16966	KM083132	Rufibacter quisquiliarum	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16967	KU603607	Rufibacter ruber	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16968	KM264303	Rufibacter roseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16969	EU543663	Rufibacter tibetensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Rufibacter
16970	JN607156	Nibribacter koreensis	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Nibribacter
16971	MF993504	Adhaeribacter arboris	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16972	MF993505	Adhaeribacter pallidiroseus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16973	MT680409	Adhaeribacter radiodurans	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16974	KY924849	Adhaeribacter swui	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16975	AJ626894	Adhaeribacter aquaticus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16976	GQ421846	Adhaeribacter aerolatus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16977	GQ421850	Adhaeribacter aerophilus	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16978	MH744625	Adhaeribacter rhizoryzae	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Hymenobacteraceae;Adhaeribacter
16979	AB078080	Microscilla marina	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Microscillaceae;Microscilla
16980	KY990922	Raineya orbicola	Bacteria;Bacteroidota;Cytophagia;Cytophagales;Raineyaceae;Raineya
16981	KC561141	Gracilimonas mengyeensis	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas
16982	KC686334	Gracilimonas rosea	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas
16983	AQXG01000022	Gracilimonas tropica	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas
16984	KT985637	Gracilimonas amylolytica	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas
16985	KU987442	Gracilimonas halophila	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Gracilimonas
16986	EU008564	Balneola alkaliphila	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Balneola
16987	AQXH01000007	Balneola vulgaris	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Balneola
16988	KR559733	Aliifodinibius halophilus	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius
16989	LC198072	Aliifodinibius saliphilus	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius
16990	HM153810	Fodinibius salinus	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Fodinibius
16991	KU862657	Rhodohalobacter halophilus	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter
16992	MF618255	Rhodohalobacter barkolensis	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter
16993	JQ923475	Aliifodinibius roseus	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius
16994	LC198077	Aliifodinibius salicampi	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius
16995	JQ923476	Aliifodinibius sediminis	Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius
16996	KU695464	Soortia roseihalophila	Bacteria;Balneolota;Balneolia;Balneolales;Soortiaceae;Soortia
16997	KU720570	Longimonas haloalkaliphila	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Longimonas
16998	KF955302	Longimonas halophila	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Longimonas
16999	KU720569	Natronotalea proteinilytica	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Natronotalea
17000	KU954547	Longibacter salinarum	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Longibacter
17001	ATTH01000001	Salisaeta longa	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salisaetaceae;Salisaeta
17002	LT160741	Salinibacter altiplanensis	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter
17003	AF323500	Salinibacter ruber	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinibacter
17004	HQ197982	Salinivenus iranica	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinivenus
17005	HQ197983	Salinivenus lutea	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salinibacteraceae;Salinivenus
17006	JQ906088	Rubrivirga marina	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga
17007	KR108283	Rubrivirga profundi	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubrivirga
17008	AB545808	Rubricoccus marinus	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rubricoccaceae;Rubricoccus
17009	MG603595	Roseithermus sacchariphilus	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Salisaetaceae;Roseithermus
17010	X80994	Rhodothermus marinus	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus
17011	FJ624399	Rhodothermus profundi	Bacteria;Rhodothermota;Rhodothermia;Rhodothermales;Rhodothermaceae;Rhodothermus
17012	Y08108	Pelodictyon clathratiforme	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Pelodictyon
17013	CP000492	Chlorobium phaeobacteroides	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium
17014	Y08105	Chlorobium phaeovibrioides	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium
17015	CP001097	Chlorobium limicola	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium
17016	CP000096	Chlorobium luteolum	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium
17017	Y08102	Chlorobaculum thiosulfatiphilum	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum
17018	Y10647	Chlorobaculum parvum	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum
17019	Y10649	Chlorobium chlorovibrioides	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium
17020	AE006470	Chlorobaculum tepidum	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum
17021	MF423475	Prosthecochloris marina	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris
17022	M62791	Prosthecochloris vibrioformis	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris
17023	CP001108	Prosthecochloris aestuarii	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris
17024	AF170103	Chloroherpeton thalassium	Bacteria;Chlorobiota;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton
17025	AB478415	Ignavibacterium album	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae;Ignavibacterium
17026	JQ292917	Melioribacter roseus	Bacteria;Ignavibacteriota;Ignavibacteria;Ignavibacteriales;Melioribacteraceae;Melioribacter
17027	AJ430587	Caldithrix abyssi	Bacteria;Calditrichota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix
17028	FJ999729	Caldithrix palaeochoryensis	Bacteria;Calditrichota;Calditrichae;Calditrichales;Calditrichaceae;Caldithrix
17029	KU306340	Calorithrix insularis	Bacteria;Calditrichota;Calditrichota_incertae_sedis;Calditrichota_incertae_sedis;Calditrichota_incertae_sedis;Calorithrix
17030	AJ496284	Fibrobacter intestinalis	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter
17031	MN537467	Hallerella succinigenes	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Hallerella
17032	MN537468	Hallerella porci	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Hallerella
17033	GU269553	Fibrobacter succinogenes subsp. elongatus	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter
17034	CP001792	Fibrobacter succinogenes subsp. succinogenes	Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;Fibrobacter
17035	AP009153	Gemmatimonas aurantiaca	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
17036	CP011454	Gemmatimonas phototrophica	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
17037	MF363155	Roseisolibacter agri	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Roseisolibacter
17038	LN833202	Longimicrobium terrae	Bacteria;Gemmatimonadota;Longimicrobia;Longimicrobiales;Longimicrobiaceae;Longimicrobium
17039	AEYS01000014	Thermoanaerobacter ethanolicus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17040	L09161	Thermoanaerobacter thermohydrosulfuricus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17041	X69336	Thermoanaerobacter acetoethylicus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17042	Y16940	Thermoanaerobacter sulfurophilus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17043	CP002991	Thermoanaerobacter wiegelii	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17044	AJUD01000008	Thermoanaerobacter siderophilus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17045	L09165	Thermoanaerobacter brockii subsp. brockii	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17046	CP002466	Thermoanaerobacter brockii subsp. finnii	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17047	CP000924	Thermoanaerobacter pseudethanolicus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17048	U14330	Thermoanaerobacter brockii subsp. lactiethylicus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17049	L09160	Thermoanaerobacter kivui	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17050	AF234164	Thermoanaerobacter sulfurigignens	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17051	EF530067	Thermoanaerobacter uzonensis	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17052	CP001936	Thermoanaerobacter italicus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17053	GU176611	Thermoanaerobacter pentosaceus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17054	CP002032	Thermoanaerobacter mathranii subsp. mathranii	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17055	AY701758	Thermoanaerobacter mathranii subsp. alimentarius	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17056	L09167	Thermoanaerobacter thermocopriae	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermoanaerobacter
17057	ABXP01000185	Caldanaerobacter subterraneus subsp. pacificus	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter
17058	EF195126	Caldanaerobacter uzonensis	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter
17059	AE008691	Caldanaerobacter subterraneus subsp. tengcongensis	Bacteria;Bacillota;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Caldanaerobacter
